step,loss_total,loss_per_pos,grad_norm_total,grad_norm_per_pos,grad_ratio_per_pos,handle_ratio,dd_per_pos,cos_per_pos
333000,1.0568482875823975,"[6.274267070693895e-05, 1.6551357507705688, 2.197666645050049, 2.3024933338165283, 2.2990481853485107, 0.00037466140929609537, 4.602536137099378e-06, 0.0]",0.29254236817359924,"[0.0030686575919389725, 1.8149648904800415, 0.9674091935157776, 1.0507475137710571, 0.9240238070487976, 0.017187990248203278, 0.00013356489944271743, 4.998877756179354e-09]","[0.01048961766152786, 6.204109516892311, 3.306902858397939, 3.5917789287448683, 3.1585982325147084, 0.05875384941850082, 0.0004565660019661081, 1.7087705235273618e-08]","[48.90082931518555, 1.0965656042099, 0.4401983320713043, 0.45635202527046204, 0.4019157886505127, 45.874839782714844, 28.956932067871094, 0.49988776445388794]","[-1.5286113921320066e-05, 0.4455532431602478, 0.12937267124652863, 0.0777018666267395, 0.031999506056308746, 3.672466118587181e-05, -3.582023566650605e-07, -1.0948185066861349e-11]","[-0.017027852816163733, 0.8391558146444806, 0.4571340406589897, 0.25278093047627714, 0.11837809344492636, 0.007303716820702078, -0.009167424132937457, -0.007486534681112604]"
333500,1.0551543235778809,"[0.00012746627908200026, 1.6730587482452393, 2.1619534492492676, 2.302525281906128, 2.301858901977539, 0.001703732879832387, 7.206292139017023e-06, 1.8626450382086546e-09]",0.3224453628063202,"[0.007010841742157936, 1.1715617179870605, 0.8316665887832642, 1.635951042175293, 1.2969045639038086, 0.15634453296661377, 0.00033807734143920243, 1.3370883777952258e-07]","[0.02174272776367717, 3.6333650693273265, 2.5792480981741157, 5.07357596318711, 4.022090913687, 0.4848713952835587, 0.0010484794648520708, 4.1467130001753517e-07]","[54.99722671508789, 0.7002514004707336, 0.38468292355537415, 0.7105029821395874, 0.5634161829948425, 91.76532745361328, 46.849178314208984, 11.271418571472168]","[6.588929863937665e-06, 0.23828038573265076, 0.08358252048492432, 0.335514634847641, 0.17252935469150543, 0.00185495987534523, -3.312037790692557e-07, -1.1116507020458855e-10]","[0.002914664593836859, 0.6307641279242298, 0.31168081676864573, 0.6360408805117539, 0.41257113872966233, 0.036795582689638374, -0.0030382470393205464, -0.0025784107141784327]"
334000,1.046771764755249,"[5.463004345074296e-05, 1.601818323135376, 2.1619887351989746, 2.3021159172058105, 2.3068928718566895, 0.001299771829508245, 3.5185089473088738e-06, 0.0]",0.22247697412967682,"[0.004351277370005846, 0.9780634045600891, 0.977223813533783, 1.4781250953674316, 1.2141036987304688, 0.09389244019985199, 7.976009510457516e-05, 2.8304012467117445e-09]","[0.019558326820237965, 4.396245536807768, 4.392471703449999, 6.643946418049833, 5.4572105876574675, 0.4220321701477484, 0.00035850943863559016, 1.2722221064827892e-08]","[79.63532257080078, 0.610595703125, 0.45200228691101074, 0.6420724391937256, 0.526293933391571, 72.23707580566406, 22.604476928710938, 0.2830401360988617]","[-6.975810720177833e-07, 0.1514805108308792, 0.04548339545726776, 0.1228732317686081, 0.07450899481773376, 0.001622342853806913, 2.9293744319147663e-07, -2.0290794868968454e-13]","[-0.0007205976655679727, 0.6961529732195749, 0.20920582267972376, 0.37364658861697037, 0.2758467383506267, 0.0776652858046654, 0.016508368489363975, -0.00032223000969423555]"
334500,1.066467046737671,"[0.0007775226258672774, 1.7566651105880737, 2.1706631183624268, 2.3016767501831055, 2.3013648986816406, 0.0005839283694513142, 6.066490641387645e-06, 0.0]",0.2861519157886505,"[0.08711227774620056, 1.2871105670928955, 1.3124127388000488, 1.430321216583252, 1.0780189037322998, 0.035228244960308075, 0.0002977735421154648, 2.341261939875494e-08]","[0.30442668016432567, 4.497997378579653, 4.586419542860535, 4.998468078192689, 3.7672957763054638, 0.12311028868430632, 0.0010406134842563764, 8.181884553953961e-08]","[112.03681182861328, 0.7327011823654175, 0.604613721370697, 0.6214257478713989, 0.4684258997440338, 60.32870101928711, 49.00419616699219, 2.341261863708496]","[0.0011526012094691396, 0.23283728957176208, 0.23187938332557678, 0.23276163637638092, -0.043802302330732346, 0.00023541806149296463, -5.877561193301517e-07, -5.646871165110312e-11]","[0.04623842618631662, 0.6321789362558453, 0.6174403987263005, 0.5686972957457949, -0.1419952785592598, 0.02335350732124904, -0.006897860300171405, -0.008428712029946734]"
335000,1.0504595041275024,"[0.00011552020441740751, 1.619628667831421, 2.173769474029541, 2.3018405437469482, 2.3070199489593506, 0.0012980167521163821, 4.170397915004287e-06, 3.725290076417309e-09]",0.298371285200119,"[0.008191368542611599, 1.3418010473251343, 1.7523322105407715, 1.5026192665100098, 1.7671173810958862, 0.1032288521528244, 0.0002350139111513272, 2.3165554807746958e-07]","[0.02745360880527632, 4.497085054365007, 5.872992132488466, 5.036071971544433, 5.9225450596248645, 0.3459744863973366, 0.0007876559267213072, 7.764002756568786e-07]","[70.90239715576172, 0.8284621834754944, 0.806126058101654, 0.6527903079986572, 0.7659739851951599, 79.52751922607422, 56.218074798583984, 16.878007888793945]","[1.1792978511948604e-05, 0.3021247982978821, 0.33669963479042053, -0.03377002105116844, 0.10555685311555862, 0.001580102019943297, 1.7490968673428142e-07, -3.5784882002065643e-11]","[0.004825141083096689, 0.7546424336360797, 0.643975249923688, -0.07532260879077482, 0.20019997132201567, 0.05130113870597541, 0.0024943837398309506, -0.0005177258605459054]"
335500,1.057363748550415,"[3.034385372302495e-05, 1.6221222877502441, 2.2320127487182617, 2.3011980056762695, 2.3029956817626953, 0.0005443840054795146, 6.485427547886502e-06, 0.0]",0.4424355924129486,"[0.0015252464218065143, 1.122628092765808, 1.2142274379730225, 1.3940988779067993, 1.4098827838897705, 0.02489306405186653, 0.0001959609508048743, 4.3150453876705797e-08]","[0.0034473863494755208, 2.5373819647809883, 2.7444162693848546, 3.1509645738573693, 3.186639610526298, 0.056263701381041954, 0.00044291407419585165, 9.752934577747802e-08]","[50.24885559082031, 0.6920737028121948, 0.5440056324005127, 0.6058143973350525, 0.6121951937675476, 45.72618865966797, 30.1690616607666, 4.315045356750488]","[-1.653130129852798e-05, 0.16150252521038055, 0.4611942768096924, 0.41284969449043274, 0.5301961302757263, 0.00026797089958563447, -6.329139523586491e-08, 1.2163313758972727e-11]","[-0.024497229416131753, 0.3251571843511281, 0.8584871711868934, 0.6693423940435653, 0.8499697879562287, 0.02433095863663548, -0.0007300037220681528, 0.0006371130258272575]"
336000,1.0679383277893066,"[7.9404613643419e-05, 1.7116003036499023, 2.231752872467041, 2.292595863342285, 2.304840326309204, 0.0026320801116526127, 5.163175046618562e-06, 2.4214370952790887e-08]",0.4467305541038513,"[0.005151195917278528, 2.2312958240509033, 1.0393059253692627, 1.4551880359649658, 1.3584458827972412, 0.3188559412956238, 0.0001778142323018983, 1.5002289046606165e-06]","[0.011530878893233327, 4.994724008808663, 2.326471551636147, 3.257417749014496, 3.0408618132742355, 0.7137544955599778, 0.0003980346333341728, 3.3582410938291425e-06]","[64.86458587646484, 1.30363130569458, 0.46569040417671204, 0.6347337961196899, 0.5893883109092712, 121.14173126220703, 34.37236022949219, 43.84791946411133]","[1.22520514196367e-05, 0.6239362359046936, 0.16808606684207916, 0.34240543842315674, 0.4507810175418854, 0.011323733255267143, 7.149289444896567e-07, -1.5493535343580334e-09]","[0.005324208885689094, 0.6259467644885209, 0.36202841141077985, 0.526715236409022, 0.7428097929049866, 0.07949676567603912, 0.009000169821452445, -0.0023117844676010134]"
336500,1.0632383823394775,"[5.57242710783612e-05, 1.655081033706665, 2.2490086555480957, 2.30159854888916, 2.2990646362304688, 0.001091632293537259, 7.4131212386419065e-06, 0.0]",0.21221788227558136,"[0.002888463670387864, 1.125641107559204, 1.3496935367584229, 1.0957598686218262, 0.7639015913009644, 0.05163445323705673, 0.00028350274078547955, 2.2113226805231534e-08]","[0.013610840139460869, 5.304176516555151, 6.35994253776287, 5.163371987657935, 3.599609906148149, 0.24330868201768877, 0.0013359041082943674, 1.0420058181768017e-07]","[51.825626373291016, 0.680112361907959, 0.600128173828125, 0.47608643770217896, 0.332266241312027, 47.29978942871094, 38.19184875488281, 2.211322784423828]","[-2.192302781622857e-05, 0.20538194477558136, 0.0660046711564064, 0.005395088344812393, 0.08320463448762894, 0.0003260467783547938, 9.407671086592018e-07, 3.843348816284786e-12]","[-0.0357644580909612, 0.8597661465502024, 0.23043981988375808, 0.023200705619383744, 0.5132490166959991, 0.029754890361662754, 0.015636620171566445, 0.0008189845433906908]"
337000,1.0583205223083496,"[6.33902454865165e-05, 1.6256420612335205, 2.2405738830566406, 2.299522638320923, 2.3002710342407227, 0.0004847849777434021, 6.77413208904909e-06, 0.0]",0.32036203145980835,"[0.003373511368408799, 1.3113296031951904, 0.9646878242492676, 0.6660422086715698, 1.3134196996688843, 0.03164491429924965, 0.000493526691570878, 2.2168467950223203e-08]","[0.010530309578312278, 4.093274091251684, 3.011242686448923, 2.0790297952494083, 4.0997982616228414, 0.09877860417806635, 0.0015405280373644852, 6.919817510585487e-08]","[53.209754943847656, 0.8066533803939819, 0.4305538833141327, 0.28964367508888245, 0.5709847807884216, 65.27483367919922, 72.7472152709961, 2.2168467044830322]","[1.4874485714244656e-05, 0.19091999530792236, 0.24635034799575806, 0.1324884444475174, 0.2511380910873413, 0.00014397696941159666, -1.1284229231023346e-06, -7.344041173806826e-12]","[0.013763178484946154, 0.45446297864529256, 0.7971230067887067, 0.6209193723637723, 0.5968538835488754, 0.014201952802870666, -0.007137074256036623, -0.0010340901081703937]"
337500,1.0734539031982422,"[2.6728825105237775e-05, 1.7625713348388672, 2.219654083251953, 2.2960057258605957, 2.309192180633545, 0.00017795039457269013, 3.7084905670781154e-06, 7.450580152834618e-09]",0.40285763144493103,"[0.002292962046340108, 1.6223200559616089, 1.547008991241455, 1.4886099100112915, 1.2606308460235596, 0.004998321644961834, 8.71010051923804e-05, 3.7050969581287063e-07]","[0.005691742857435596, 4.027030715895408, 3.8400885833856293, 3.6951265008238483, 3.129221709173164, 0.012407166340710325, 0.00021620790669888736, 9.197038032616189e-07]","[85.7540283203125, 0.9204280972480774, 0.6969594955444336, 0.6483476161956787, 0.5459185838699341, 28.08670997619629, 23.423755645751953, 21.231943130493164]","[-2.0903078620904125e-05, 0.4769749641418457, 0.3108711242675781, 0.22678695619106293, 0.28375479578971863, -1.2818507457268424e-05, 1.631193953244292e-07, 3.633716591511238e-12]","[-0.02262881400274694, 0.7298060374437267, 0.49881091822413925, 0.3781686918950142, 0.5587321808356025, -0.006365927167571316, 0.004648692727299404, 2.4344445077238983e-05]"
338000,1.042309284210205,"[0.00023618627164978534, 1.5050556659698486, 2.2298593521118164, 2.301401138305664, 2.3013525009155273, 0.0005597465205937624, 9.673577551438939e-06, 3.725290076417309e-09]",0.33312204480171204,"[0.03378962352871895, 1.016980767250061, 1.5288246870040894, 0.9636217951774597, 1.6911553144454956, 0.02278323471546173, 0.0006127124652266502, 2.6370258865426877e-07]","[0.10143316557999614, 3.052877415709338, 4.589383113069292, 2.8926989678844195, 5.076683878583121, 0.06839305615160729, 0.0018393032667392574, 7.916095400147877e-07]","[143.05740356445312, 0.6757097840309143, 0.6856148838996887, 0.4187109172344208, 0.7348527908325195, 40.70204162597656, 63.27335739135742, 19.21289825439453]","[2.9657132472493686e-05, 0.16317453980445862, 0.2918737232685089, 0.16787588596343994, 0.2648499011993408, -3.89068663935177e-05, -2.4078160549834138e-06, -1.3074792984402173e-12]","[0.0026347683045258624, 0.48165523299561025, 0.5731046570756811, 0.5229718704329981, 0.47012456748854836, -0.005126341045844714, -0.011796772833180022, -1.4883910661472286e-05]"
338500,1.076632022857666,"[6.150119588710368e-05, 1.7635613679885864, 2.239130973815918, 2.307783365249634, 2.30208158493042, 0.00043160017230547965, 6.226670848263893e-06, 1.8626450382086546e-09]",0.517112135887146,"[0.004426729865372181, 2.4615890979766846, 1.524891972541809, 1.3393806219100952, 1.418813943862915, 0.02697848156094551, 0.00019119477656204253, 1.1452349468754619e-07]","[0.008560483419670247, 4.7602617056233605, 2.9488613140469786, 2.5901163963446416, 2.743725867947055, 0.052171433792908055, 0.00036973562075473835, 2.2146742793238115e-07]","[71.96624755859375, 1.3958057165145874, 0.6810195446014404, 0.5803753733634949, 0.616317868232727, 62.506591796875, 30.656543731689453, 9.654128074645996]","[4.983044709661044e-05, 1.049647569656372, 0.4044872224330902, 0.4014468789100647, 0.283338725566864, 0.0002712765708565712, -2.1171931621211115e-06, 1.583042585906469e-10]","[0.021768426261702695, 0.8245997799437714, 0.5129570447868831, 0.579614637221919, 0.38618531733452244, 0.019445094332326197, -0.021414095212845624, 0.002673088120630566]"
339000,1.0615639686584473,"[6.568273965967819e-05, 1.6352907419204712, 2.2507734298706055, 2.30454158782959, 2.3010947704315186, 0.0007371623069047928, 8.109645023068879e-06, 0.0]",0.29912370443344116,"[0.005202076397836208, 1.5587449073791504, 1.14938223361969, 1.3927407264709473, 1.1902025938034058, 0.02926381304860115, 0.0002721422351896763, 9.614383600364818e-08]","[0.017391053670217354, 5.2110377221073465, 3.8424979919150544, 4.656069398140427, 3.978964475776747, 0.09783180876296188, 0.0009097982913294369, 3.2141831148337295e-07]","[79.18799591064453, 0.953191339969635, 0.5106610059738159, 0.6043460965156555, 0.5172331929206848, 39.697383880615234, 33.516517639160156, 9.614383697509766]","[-9.408682672074065e-06, 0.3520931303501129, 0.2204950898885727, 0.06234229356050491, 0.08090204000473022, -2.2675305444863625e-05, -5.777417868557677e-07, -7.134575569223145e-11]","[-0.006046461121146462, 0.7551472992204666, 0.6413330370836265, 0.1496448136700918, 0.2272415536126071, -0.002590427259677267, -0.007097199319276209, -0.002480823492552259]"
339500,1.058860182762146,"[6.338003004202619e-05, 1.642425537109375, 2.218722105026245, 2.3075997829437256, 2.3017094135284424, 0.0003499481244944036, 1.0980977094732225e-05, 0.0]",0.4090645909309387,"[0.004781065508723259, 1.7300481796264648, 1.666018009185791, 1.138136625289917, 0.7504479289054871, 0.011147750541567802, 0.0008179339347407222, 4.488014937464868e-08]","[0.011687800935892868, 4.229278744682509, 4.0727504802953245, 2.782290744597998, 1.8345462930380674, 0.027251810077714225, 0.0019995226985530306, 1.0971409007196537e-07]","[75.4229965209961, 1.053349494934082, 0.7508907914161682, 0.4932123124599457, 0.3260394036769867, 31.85452651977539, 74.41867065429688, 4.488015174865723]","[-6.571705307578668e-05, 0.5932356715202332, 0.4227255582809448, 0.25580811500549316, 0.06692640483379364, 3.974138235207647e-05, 1.1592691180339898e-06, -2.6318742324393796e-11]","[-0.03360171917215128, 0.8382569666551105, 0.620278783600626, 0.549449813337786, 0.2180143320356362, 0.008714928723966968, 0.0034647679381013263, -0.001433570152615014]"
340000,1.0639172792434692,"[4.7753495891811326e-05, 1.7077112197875977, 2.1972179412841797, 2.299715995788574, 2.3062198162078857, 0.0004200097464490682, 5.151965524419211e-06, 0.0]",0.24178487062454224,"[0.0027768872678279877, 1.3616889715194702, 0.7712741494178772, 1.0674467086791992, 1.4771535396575928, 0.009789673611521721, 0.0001964403927559033, 1.583815745220818e-08]","[0.01148495048782478, 5.63182041954139, 3.1899189863519504, 4.414861467228829, 6.109371259839511, 0.04048919018892502, 0.0008124594076068039, 6.5505163376424e-08]","[58.13827133178711, 0.7973765730857849, 0.3510230481624603, 0.4641645848751068, 0.6405085921287537, 23.307649612426758, 38.05534744262695, 1.5838156938552856]","[1.5418720067827962e-05, 0.06940056383609772, 0.10448750108480453, 0.10436983406543732, 0.18938009440898895, 2.5430232199141756e-05, 5.282737447487307e-07, 3.880318375643066e-12]","[0.022964709316146276, 0.21079288935940288, 0.5603075123229332, 0.4043893118910852, 0.5302486448424684, 0.010743678185649143, 0.011122415398499489, 0.0010132895932254092]"
340500,1.0308831930160522,"[0.00024847022723406553, 1.435185194015503, 2.19714617729187, 2.3044192790985107, 2.305567741394043, 0.004453724250197411, 4.493214510148391e-05, 1.8626450382086546e-09]",0.2738262414932251,"[0.014680987223982811, 1.0540374517440796, 1.0293247699737549, 1.1576844453811646, 1.103723168373108, 0.2890690267086029, 0.0021810985635966063, 1.2795601378456922e-07]","[0.05361424509179498, 3.8492930626232846, 3.7590435612038373, 4.227806798457655, 4.030742862167999, 1.0556659037945235, 0.007965264949417093, 4.6728908481086926e-07]","[59.0831184387207, 0.7344260811805725, 0.4684826135635376, 0.5023757815361023, 0.4787207841873169, 64.90486907958984, 48.53125, 10.786465644836426]","[-0.00011656113929348066, 0.11471136659383774, 0.0850650817155838, 0.24199560284614563, 0.14700862765312195, 0.011185048148036003, -2.768650347206858e-06, 1.2006032279465728e-10]","[-0.02899502299867934, 0.39744345171075224, 0.3018031958317477, 0.7633825199949874, 0.48641571665809213, 0.1413062048277224, -0.004635725962406781, 0.00342660259342731]"
341000,1.0916497707366943,"[0.00011315909068798646, 1.869701862335205, 2.261200189590454, 2.304422378540039, 2.2970244884490967, 0.0007271372014656663, 9.13410258363001e-06, 0.0]",0.25689154863357544,"[0.008023902773857117, 1.3556623458862305, 1.0525580644607544, 1.1338129043579102, 1.2864935398101807, 0.050909630954265594, 0.00024444799055345356, 5.3448864889560355e-08]","[0.03123459224928508, 5.27717767710575, 4.097285683625585, 4.413585851261913, 5.007924731868884, 0.19817557730122914, 0.0009515610453270649, 2.0806003612753592e-07]","[70.90189361572266, 0.7250687479972839, 0.46548643708229065, 0.492016077041626, 0.5600696206092834, 70.01282501220703, 26.73285675048828, 5.344886302947998]","[4.84231395603274e-06, 0.29076310992240906, 0.11787980794906616, 0.18058086931705475, -0.06171613931655884, 0.0004337417194619775, -1.651453942486114e-07, 7.449078853749569e-11]","[0.0023491863538568592, 0.8349067168386676, 0.43595688392416887, 0.6199840645948136, -0.18674170692392703, 0.03316510916348179, -0.002629845153194137, 0.005425181453249789]"
341500,1.0661860704421997,"[0.037211157381534576, 1.6012136936187744, 2.2369821071624756, 2.3055367469787598, 2.2989869117736816, 0.04953666776418686, 2.111251524183899e-05, 1.4901160305669237e-08]",0.5047631859779358,"[2.0799834728240967, 1.5134238004684448, 1.4986891746520996, 1.2845649719238281, 1.1058974266052246, 1.921410322189331, 0.002034772653132677, 8.508919790983782e-07]","[4.120711515033144, 2.9982848244693496, 2.96909365873923, 2.544886409326965, 2.190923302900235, 3.806557957404841, 0.004031143137331773, 1.6857251137478405e-06]","[55.896751403808594, 0.945172905921936, 0.6699602603912354, 0.557165265083313, 0.48103684186935425, 38.787628173828125, 96.33192443847656, 34.1707763671875]","[0.5461073517799377, 0.34026437997817993, 0.37634560465812683, 0.16664238274097443, 0.13926701247692108, 0.469637393951416, 2.2867701773066074e-05, -3.185662178495363e-09]","[0.5201522316094372, 0.4454185047500181, 0.4974937224912497, 0.25700508640436426, 0.24948574661244521, 0.48423355106874966, 0.02226480801793557, -0.00741715947382989]"
342000,1.0442497730255127,"[0.00023012633027974516, 1.6036125421524048, 2.139976978302002, 2.3062903881073, 2.3031506538391113, 0.0007171842735260725, 2.0342293282737955e-05, 0.0]",0.34857553243637085,"[0.014774639159440994, 1.8449702262878418, 1.622113823890686, 0.9433870911598206, 0.8886187672615051, 0.04724122956395149, 0.0027926615439355373, 6.42338093825856e-08]","[0.04238576085984453, 5.292885055334811, 4.653550444441443, 2.7064065127176615, 2.5492861218643164, 0.13552652199584586, 0.008011639613418107, 1.84275152457268e-07]","[64.19950866699219, 1.1505087614059448, 0.7580052614212036, 0.4090495705604553, 0.3858274519443512, 65.86949920654297, 137.216064453125, 6.4233808517456055]","[9.989588579628617e-05, 0.49445390701293945, 0.28320834040641785, 0.08105223625898361, 0.11187351495027542, 0.0013477809261530638, 3.6357737371872645e-06, -2.3376552429899e-11]","[0.01939696668500898, 0.7688463403179089, 0.5008732224967288, 0.24647800662438432, 0.3611726892135766, 0.08184670758261145, 0.003734922926195553, -0.0010440466011124158]"
342500,1.0734171867370605,"[3.5988523450214416e-05, 1.794737696647644, 2.1877355575561523, 2.300649642944336, 2.3037359714508057, 0.00043848762288689613, 4.496361725614406e-06, 1.8626450382086546e-09]",0.3123472332954407,"[0.0019603194668889046, 1.6190017461776733, 1.3328603506088257, 1.0362366437911987, 1.1755309104919434, 0.015786003321409225, 0.00014809782442171127, 1.2536274596186558e-07]","[0.006276090382509303, 5.183339481180242, 4.267239176561265, 3.31757907012114, 3.7635387324850766, 0.05053991724164779, 0.00047414482548539046, 4.0135699182994975e-07]","[54.45555114746094, 0.902082622051239, 0.6092419624328613, 0.4504104554653168, 0.5102715492248535, 36.00019836425781, 32.86417007446289, 10.56785774230957]","[9.475409115111688e-07, 0.3232833445072174, 0.14783164858818054, 0.14743836224079132, 0.16189944744110107, 3.177125836373307e-05, 7.032804205664434e-07, -1.1395304838623943e-11]","[0.0015475099649394036, 0.6392906458482193, 0.35509545018060346, 0.4555267536744589, 0.4409340625485349, 0.006443540506568492, 0.015203451205906446, -0.0002910179571410249]"
343000,1.0625630617141724,"[3.493357507977635e-05, 1.6758828163146973, 2.2097840309143066, 2.3066811561584473, 2.3075404167175293, 0.0005756781902164221, 5.684718871634686e-06, 3.7252898543727042e-09]",0.39775240421295166,"[0.002118956996127963, 1.7486989498138428, 1.196920394897461, 1.0757856369018555, 1.0813428163528442, 0.032127346843481064, 0.00012672136654146016, 2.2884306360992923e-07]","[0.005327326682841369, 4.39645098632166, 3.0092097048812425, 2.7046615570572223, 2.7186330111380217, 0.08077222539245918, 0.00031859359038246095, 5.753404911850879e-07]","[60.63938522338867, 1.0434494018554688, 0.541645884513855, 0.4663781225681305, 0.4686127305030823, 55.806854248046875, 22.2524356842041, 16.673095703125]","[-2.4406779630226083e-05, 0.3715728521347046, 0.3009951114654541, 0.37481990456581116, 0.21788685023784637, 0.00040552340215072036, -9.187134963895005e-08, 2.2744930938678465e-11]","[-0.028958464073943074, 0.5342150432687416, 0.6322391157953064, 0.8759596285004663, 0.506587894849456, 0.03173425056079325, -0.0018227094087488764, 0.00024988147215241073]"
343500,1.05605149269104,"[4.067354166181758e-05, 1.621816873550415, 2.2180662155151367, 2.301992416381836, 2.3060073852539062, 0.0004820391477551311, 6.2993663050292525e-06, 3.725290076417309e-09]",0.26074013113975525,"[0.001563839497976005, 1.2105889320373535, 1.4799840450286865, 0.8781348466873169, 0.9049320220947266, 0.02242828905582428, 0.00013749625941272825, 2.22064031163427e-07]","[0.005997693915164122, 4.64289454310539, 5.676088443153476, 3.3678545870510495, 3.4706280852857594, 0.08601778697350905, 0.0005273306368747319, 8.516680197740712e-07]","[38.439117431640625, 0.7464399337768555, 0.6672406792640686, 0.3814673125743866, 0.39242371916770935, 46.5269775390625, 21.79240608215332, 16.179187774658203]","[3.1238741939887404e-06, 0.14831317961215973, 0.22605209052562714, 0.06654426455497742, 0.10292674601078033, 4.363973857834935e-05, 2.5641151069066836e-07, 3.807779092035446e-11]","[0.007661141396838533, 0.46986724078540876, 0.5857922404480076, 0.29063073388431754, 0.4362188282221847, 0.007462392983024822, 0.007152185246257228, 0.0006576361011146891]"
344000,1.0796184539794922,"[0.000316206191200763, 1.7975852489471436, 2.2337100505828857, 2.303370952606201, 2.3011960983276367, 0.0007634389912709594, 6.033009412931278e-06, 0.0]",0.39265573024749756,"[0.018208980560302734, 1.7237539291381836, 1.6026619672775269, 1.078813910484314, 1.3682003021240234, 0.048243410885334015, 0.00014310319966170937, 2.489333184030329e-08]","[0.04637390761832332, 4.389987962359984, 4.081595769065542, 2.7474803686280582, 3.484478123524706, 0.12286440046328975, 0.00036444953845830543, 6.339734765773723e-08]","[57.58395767211914, 0.9589274525642395, 0.7174888253211975, 0.46836307644844055, 0.5945605039596558, 63.191402435302734, 23.680784225463867, 2.489333152770996]","[9.029695502249524e-05, 0.24947309494018555, 0.42318519949913025, 0.19058676064014435, 0.36990198493003845, 0.0001902140793390572, 5.028676355323114e-07, -8.854817920567193e-13]","[0.012629191055933905, 0.3685840230779642, 0.6724757062333062, 0.4499189143528221, 0.6885334440844657, 0.010041364086530669, 0.008949368713456918, -9.059091935367489e-05]"
344500,1.0405727624893188,"[7.066334364935756e-05, 1.5205018520355225, 2.1985301971435547, 2.304561138153076, 2.2999930381774902, 0.0009147471282631159, 1.050100036081858e-05, 3.7252898543727042e-09]",0.32354000210762024,"[0.004021733999252319, 1.230051875114441, 1.4867991209030151, 1.6237027645111084, 0.9387287497520447, 0.038515109568834305, 0.0006237193592824042, 2.2100530827628972e-07]","[0.012430407285200413, 3.8018540739988143, 4.595410493965614, 5.018553359503937, 2.9014302517059143, 0.11904280558180527, 0.0019277967336939505, 6.830849565327503e-07]","[56.90595626831055, 0.8089775443077087, 0.6762695908546448, 0.7045604586601257, 0.40814417600631714, 42.104190826416016, 59.33967590332031, 16.10205078125]","[7.03236128174467e-06, 0.2759857177734375, 0.2177339494228363, 0.29651615023612976, 0.04711585119366646, 6.829215271864086e-05, -1.9904127839254215e-06, -6.482096977233898e-12]","[0.0054045538390373295, 0.6934820057165473, 0.45263264231701755, 0.5644348736217585, 0.15513112379576505, 0.005480392725318363, -0.009863384067239831, -9.065355403745213e-05]"
345000,1.0430924892425537,"[9.335587674286216e-05, 1.5711877346038818, 2.1632795333862305, 2.304279088973999, 2.305572748184204, 0.0003241417580284178, 3.6880023799312767e-06, 0.0]",0.1912827342748642,"[0.0042483070865273476, 1.2342374324798584, 1.0566915273666382, 0.47292420268058777, 1.4248203039169312, 0.007703637704253197, 8.687035006005317e-05, 3.221752464810379e-08]","[0.022209569005965442, 6.4524246642476255, 5.524238930254012, 2.472383116403063, 7.448765876953286, 0.040273565376702715, 0.0004541463210956855, 1.6842881700869427e-07]","[45.501712799072266, 0.785544216632843, 0.48846739530563354, 0.20523738861083984, 0.617989718914032, 23.765525817871094, 23.49115753173828, 3.221752405166626]","[3.0768704164074734e-05, 0.15127116441726685, 0.06070244684815407, 0.0038541345857083797, 0.07684639096260071, 7.756650120427366e-06, 3.885084254307003e-08, -4.171720260903733e-12]","[0.037863218970058905, 0.6407397464364366, 0.3003185794362788, 0.04260490140473701, 0.2819600699080134, 0.005263838799562719, 0.0023380462553549792, -0.0006769354189623726]"
345500,1.0573632717132568,"[8.603928290540352e-05, 1.6137871742248535, 2.239377975463867, 2.3034396171569824, 2.3002772331237793, 0.0019311429932713509, 7.154132617870346e-06, 5.587934559514451e-09]",0.2523471415042877,"[0.00665850518271327, 1.1561226844787598, 1.288600206375122, 0.9789391756057739, 0.979087233543396, 0.14032875001430511, 0.0002982754958793521, 3.46644554838349e-07]","[0.026386291293100037, 4.581477236424791, 5.106458502733731, 3.879335306792609, 3.879922030053033, 0.5560940741304998, 0.0011820046547833948, 1.3736813215792223e-06]","[77.38014221191406, 0.7164034247398376, 0.5754277110099792, 0.424990177154541, 0.4256387948989868, 72.66578674316406, 41.63455581665039, 22.238004684448242]","[-5.53912905161269e-05, 0.10217560827732086, 0.17648610472679138, 0.12430683523416519, 0.10368397831916809, 0.002835770370438695, -2.4323173875018256e-07, -4.029550998430054e-12]","[-0.03296600740512037, 0.35022320627232245, 0.5427426260547551, 0.503200323399867, 0.4196544910828614, 0.08008035950875209, -0.003231500879287784, -4.6065297942132155e-05]"
