step,loss_total,loss_per_pos,grad_norm_total,grad_norm_per_pos,grad_ratio_per_pos,handle_ratio,dd_per_pos,cos_per_pos
646000,0.08844687789678574,"[0.00024346989812329412, 0.1250571310520172, 0.264775812625885, 0.2020542323589325, 0.11541566252708435, 2.478763781255111e-05, 3.896284397342242e-06, 0.0]",25.111806869506836,"[0.05896119400858879, 43.16645812988281, 69.09960174560547, 84.21138763427734, 63.871337890625, 0.011543143540620804, 0.0032064318656921387, 8.537513751516457e-11]","[0.00234794709576176, 1.718970616260181, 2.751677810548664, 3.3534579200883745, 2.5434783814056687, 0.0004596699712053614, 0.00012768622673606556, 3.3998006578664493e-12]","[242.16041564941406, 345.1738586425781, 260.9739990234375, 416.776123046875, 553.4026489257812, 465.4936828613281, 820.83935546875, 0.008537514135241508]","[0.391817182302475, 647.639404296875, 1447.950927734375, 1782.4342041015625, 1166.287353515625, 0.11734669655561447, 0.0013660590630024672, -1.0922335258456428e-10]","[0.26463010235547435, 0.5974600713364147, 0.8344500337334027, 0.8428780052579963, 0.7271459516444542, 0.40482638408694543, 0.016965610743632318, -0.05094553462761988]"
646500,0.014249160885810852,"[0.0003135830629616976, 0.013330706395208836, 0.08084818720817566, 0.012232033535838127, 0.00716954842209816, 9.81586636044085e-05, 1.0617029602144612e-06, 0.0]",3.693056583404541,"[0.19805562496185303, 13.52020263671875, 20.169170379638672, 14.38477611541748, 10.903371810913086, 0.08718374371528625, 0.00045834050979465246, 1.3943468775423629e-13]","[0.05362918777141244, 3.6609790105774107, 5.461375942700881, 3.895086844880264, 2.9523977130243497, 0.023607475744363938, 0.00012410871575981088, 3.7755903438039056e-14]","[631.56884765625, 1014.2142944335938, 249.4696502685547, 1175.9912109375, 1520.787109375, 888.1015625, 427.6749572753906, 1.3943468729848973e-05]","[0.19515559077262878, 1.9375252723693848, 56.28679656982422, 29.741567611694336, 20.89574432373047, 0.05255649983882904, -2.6693260224419646e-05, -2.579051677623935e-14]","[0.2668135334545236, 0.0388041534650475, 0.7556706175494677, 0.5598540017015697, 0.5189327283504976, 0.16323187100865574, -0.01576984464893135, 0.0]"
647000,0.03715365752577782,"[8.169544162228703e-05, 0.026914291083812714, 0.09914970397949219, 0.1457003355026245, 0.025365561246871948, 1.6846286598592997e-05, 8.214219064939243e-07, 0.0]",9.871254920959473,"[0.04634857550263405, 29.159748077392578, 9.292716979980469, 54.76736068725586, 16.364341735839844, 0.013571875169873238, 0.0006208119448274374, 1.0815123346582037e-13]","[0.004695307321485831, 2.954006183699923, 0.9413916522659541, 5.548165975429246, 1.657777239760439, 0.001374888530237052, 6.289088366153707e-05, 1.0956178756581864e-14]","[567.2642211914062, 1083.4295654296875, 93.7240982055664, 375.890380859375, 645.139892578125, 805.152099609375, 746.68701171875, 1.0815123459906317e-05]","[-0.0372970849275589, 215.45172119140625, -13.531625747680664, 500.34515380859375, 77.32770538330078, -0.022036779671907425, -0.0001814272254705429, -5.762532005661614e-15]","[-0.08152036791657308, 0.7485034953888527, -0.14751456392928888, 0.9254980711666005, 0.4787008684257482, -0.16448863836003635, -0.02960533822871232, 0.0]"
647500,0.03014102578163147,"[0.015287814661860466, 0.018990973010659218, 0.1482744663953781, 0.05805346742272377, 0.0005110333440825343, 9.982831215893384e-06, 4.6938598075030313e-07, 0.0]",9.001890182495117,"[11.57793140411377, 11.107219696044922, 61.37513732910156, 15.85441780090332, 0.34934571385383606, 0.0045607974752783775, 0.0001809653185773641, 3.3132235444099933e-07]","[1.2861667015920686, 1.2338763827227957, 6.818027779149133, 1.7612320834277095, 0.03880803995289414, 0.0005066488684951086, 2.0103035574602472e-05, 3.680586495992605e-08]","[757.3302001953125, 584.8681030273438, 413.92919921875, 273.1002197265625, 683.5930786132812, 456.4069519042969, 377.4939880371094, 33.13223648071289]","[4.94950532913208, 53.59943771362305, 525.6656494140625, 64.06426239013672, -0.0031542163342237473, -0.0036273321602493525, 5.362031515687704e-05, -7.060813267401045e-09]","[0.04748944712334298, 0.536069577316173, 0.9514443923078902, 0.4488816179083155, -0.0010030032648253831, -0.08835127644437334, 0.03291548813482858, -0.0023673925509554287]"
648000,0.027648136019706726,"[8.170063665602356e-05, 0.018709197640419006, 0.155586838722229, 0.046394072473049164, 0.0003987487289123237, 1.2043412425555289e-05, 2.456677975715138e-06, 1.4901154088420299e-08]",7.820215702056885,"[0.03970450535416603, 16.445138931274414, 26.777250289916992, 40.065093994140625, 0.3936915695667267, 0.005693788640201092, 0.0015203134389594197, 2.600034576971666e-06]","[0.005077162429640258, 2.102900937495751, 3.4241063558993647, 5.123272237056408, 0.05034280185688195, 0.000728085881148202, 0.0001944081208091926, 3.324760692071193e-07]","[485.916015625, 878.9863891601562, 172.10482788085938, 863.5819702148438, 987.2926025390625, 472.3797912597656, 616.3404541015625, 104.41421508789062]","[0.08411010354757309, 76.6563720703125, 139.87196350097656, 273.0719299316406, -0.42934733629226685, -0.008157895877957344, -0.0007473556906916201, -1.0134859849131317e-06]","[0.27088792440207915, 0.5960627504267285, 0.667953086923121, 0.8715497076613731, -0.13945494721921772, -0.18321375854102273, -0.06286015955932218, -0.04984480388942275]"
648500,0.0630645677447319,"[0.000141949814860709, 0.03452571481466293, 0.295849084854126, 0.1642579436302185, 0.009446674026548862, 0.00029306451324373484, 2.1102691789565142e-06, 0.0]",10.181897163391113,"[0.07526924461126328, 23.19207763671875, 47.9344482421875, 35.10459518432617, 6.849819660186768, 0.31035882234573364, 0.0018467381596565247, 3.8399477375605784e-08]","[0.00739245775157629, 2.277775670344185, 4.707811076165179, 3.4477459967425634, 0.6727449266346168, 0.03048143360371238, 0.00018137466230718272, 3.771347987452735e-09]","[530.2151489257812, 671.7332153320312, 162.0233154296875, 213.71624755859375, 725.10302734375, 1058.9757080078125, 870.9923706054688, 3.8399477005004883]","[-0.02779560722410679, 125.80979919433594, 400.62060546875, 270.4994812011719, 32.534481048583984, -0.06746667623519897, -0.0008135163807310164, -3.721653429877847e-09]","[-0.03626852570948068, 0.5327777833699375, 0.8208368477580679, 0.756787170216856, 0.46648323448868545, -0.02134993284908318, -0.04326455813559631, -0.009518793559605564]"
649000,0.03725720942020416,"[0.0011808400740846992, 0.0704057365655899, 0.17727318406105042, 0.048699840903282166, 0.00043904705671593547, 5.691935075446963e-05, 2.104754457832314e-06, 0.0]",7.019706726074219,"[1.3718684911727905, 31.75874900817871, 47.57997512817383, 21.431045532226562, 0.32397493720054626, 0.027760541066527367, 0.0011104182340204716, 3.531652836841204e-08]","[0.19543102649532054, 4.524227328502631, 6.778057401093593, 3.0529830331262153, 0.0461522040510843, 0.003954658242831249, 0.0001581858441316215, 5.031054678855915e-09]","[1161.763427734375, 451.081787109375, 268.3991394042969, 440.0638732910156, 737.887939453125, 487.63140869140625, 525.0814208984375, 3.5316529273986816]","[0.9082611799240112, 84.3010482788086, 255.292236328125, 53.494171142578125, 0.2096264660358429, 0.004990048706531525, -7.082164665916935e-05, -1.1359047036307857e-08]","[0.09431468154434777, 0.3781382585358081, 0.7643537995430977, 0.35558557569984595, 0.092175548429879, 0.02560695214945387, -0.009085743400353844, -0.045818927995893356]"
649500,0.02873050421476364,"[0.0002750619314610958, 0.12585631012916565, 0.057092130184173584, 0.04619032144546509, 0.0004115084302611649, 1.8106824427377433e-05, 5.92319679526554e-07, 1.8626450382086546e-09]",9.114583015441895,"[0.14642782509326935, 49.734989166259766, 14.921303749084473, 31.86058235168457, 0.29483941197395325, 0.009532107040286064, 0.00028198244399391115, 7.374484312094864e-07]","[0.016065224799114982, 5.456639001696394, 1.637080239853524, 3.495561157071748, 0.032348096613354374, 0.0010458083517520002, 3.093750350577503e-05, 8.090863070313847e-08]","[532.3255615234375, 395.1727294921875, 261.3547668457031, 689.767333984375, 716.467041015625, 526.1466674804688, 468.1607666015625, 62.16559982299805]","[0.1520756185054779, 395.0697326660156, 58.194297790527344, 210.46987915039062, 0.7199206948280334, -0.0012018660781905055, 0.000199225265532732, -2.9183905780882924e-07]","[0.11394602378462616, 0.8715151197406376, 0.4278946494743237, 0.724768712820018, 0.2678935866476575, -0.013833445463273085, 0.07751496212642295, -0.04341851380067737]"
650000,0.037406522780656815,"[9.180132474284619e-05, 0.0649523138999939, 0.2023528665304184, 0.03051784820854664, 0.001291905646212399, 4.4835371227236465e-05, 5.941788572272344e-07, 0.0]",5.767138481140137,"[0.04272639751434326, 29.11614418029785, 28.635828018188477, 17.37189292907715, 1.5652140378952026, 0.03222379460930824, 0.0004144704435020685, 1.1576046371475357e-10]","[0.007408595728031911, 5.048629276982737, 4.965344271137964, 3.0122205294509947, 0.2714021941754669, 0.0055874841075322585, 7.186760728175365e-05, 2.0072426575730198e-11]","[465.3717956542969, 448.2695007324219, 141.51431274414062, 569.2369995117188, 1211.5450439453125, 718.5534057617188, 686.0062255859375, 0.011576046235859394]","[0.05475349724292755, 119.83650207519531, 111.77239227294922, 33.45315933227539, 0.9607508182525635, 0.0014899754896759987, 5.010994937038049e-05, -1.6923337731178378e-11]","[0.22220570616921445, 0.7136657959328011, 0.6768063441086699, 0.33391014579928463, 0.10643308459644224, 0.008017557138007978, 0.020963800506929517, -0.025349265720841754]"
650500,0.03941495344042778,"[3.635752364061773e-05, 0.0019454204011708498, 0.06661868095397949, 0.013351885601878166, 0.23317170143127441, 0.00019517634063959122, 4.0046830918072374e-07, 0.0]",12.458911895751953,"[0.00885169766843319, 2.510904312133789, 32.5681266784668, 9.30414867401123, 92.12051391601562, 0.14841730892658234, 0.0002332428121007979, 6.110494887856532e-10]","[0.0007104711665431476, 0.20153479959914625, 2.6140426187275128, 0.7467866176326052, 7.39394536913175, 0.011912541814922647, 1.8720961674054812e-05, 4.9045172957198567e-11]","[243.39566040039062, 1290.6678466796875, 488.8737487792969, 696.8410034179688, 395.07586669921875, 760.3878173828125, 568.2359008789062, 0.061104949563741684]","[0.041596610099077225, 15.765180587768555, 146.40916442871094, 5.307031631469727, 1073.5726318359375, 0.7005980014801025, -0.00021971345995552838, -5.976582562183808e-10]","[0.3771822549847651, 0.5039514193067431, 0.36082396019128027, 0.04578201675366046, 0.9353948292779792, 0.37888222109274894, -0.07560809218442935, -0.07850483832926114]"
651000,0.007001044694334269,"[0.0002856532810255885, 0.0024255120661109686, 0.037168633192777634, 0.006498156115412712, 0.009614238515496254, 1.554522168589756e-05, 6.146702276055294e-07, 5.587934559514451e-09]",2.6164956092834473,"[0.2004001885652542, 1.850167989730835, 18.592613220214844, 5.005121231079102, 9.005600929260254, 0.01438791211694479, 0.00016474563744850457, 2.251179239465273e-06]","[0.07659106625450664, 0.7071167951386402, 7.105921811696298, 1.9129102350948728, 3.44185593024042, 0.005498924617299495, 6.296423233579274e-05, 8.603795211725122e-07]","[701.52587890625, 762.7916870117188, 500.2230529785156, 770.2359619140625, 936.693115234375, 924.9569702148438, 263.732177734375, 144.41806030273438]","[0.024411311373114586, 1.5768413543701172, 42.17078399658203, 0.8860187530517578, 10.108238220214844, 0.0020833457820117474, 9.979154128814116e-06, 9.577249215908523e-08]","[0.046555712133543446, 0.32572930162001595, 0.8668645238371296, 0.06765630923362843, 0.4289856453890317, 0.05534056273183744, 0.023150469176621766, 0.016259631671601854]"
651500,0.05264516919851303,"[7.922613440314308e-05, 0.05152644217014313, 0.3073429465293884, 0.025722984224557877, 0.0362916961312294, 0.0001972625032067299, 7.82309314217855e-07, 0.0]",12.925941467285156,"[0.02506166882812977, 25.220029830932617, 77.36473846435547, 19.57529640197754, 33.85805130004883, 0.13943316042423248, 0.00035444810055196285, 2.1644144809762622e-11]","[0.001938866030885214, 1.9511174404404599, 5.985230449956883, 1.5144193907671277, 2.6193876388610984, 0.010787079670531552, 2.742145331920707e-05, 1.6744733731421232e-12]","[316.2909240722656, 489.4579162597656, 251.72120666503906, 761.0038452148438, 932.9418334960938, 706.8048706054688, 447.36077880859375, 0.0021644143853336573]","[0.08982234448194504, 167.03038024902344, 889.3162231445312, 71.14083099365234, 208.64077758789062, 0.42116713523864746, 0.0003009239153470844, -9.265420028436999e-12]","[0.2772759581875905, 0.5123747139852977, 0.8893054794253955, 0.28115667728934207, 0.47673281741221024, 0.23368251520179667, 0.06568131898174681, -0.03311787755015267]"
652000,0.019240666180849075,"[8.466107829008251e-05, 0.0024531586095690727, 0.07400570064783096, 0.016311246901750565, 0.06097443401813507, 9.530845272820443e-05, 8.17698833088798e-07, 0.0]",5.8378586769104,"[0.03998009115457535, 2.8109512329101562, 11.075596809387207, 10.555416107177734, 45.82668685913086, 0.07883892953395844, 0.00031080361804924905, 9.20871972426296e-12]","[0.006848417093874258, 0.481503816464055, 1.8972019403609135, 1.808097230740781, 7.849913709008103, 0.01350476842575483, 5.3239318601274747e-05, 1.5774139515718008e-12]","[472.1811828613281, 1145.8450927734375, 149.65867614746094, 647.1246948242188, 751.5719604492188, 827.1109008789062, 375.5032653808594, 0.0009208719711750746]","[0.062459588050842285, -1.3294243812561035, 29.200618743896484, -5.9180450439453125, 250.7279052734375, -0.09876757860183716, -1.695953687885776e-05, 7.159728972888635e-12]","[0.2676096427089205, -0.08101337979482405, 0.45161809979805534, -0.09603937621804419, 0.9371964500016257, -0.21459525282213887, -0.009347045257359505, 0.13318145348415472]"
652500,0.01749194972217083,"[0.006115010939538479, 0.03386738896369934, 0.09035828709602356, 0.009210539981722832, 0.0002381683880230412, 0.00014467295841313899, 1.5273634517143364e-06, 0.0]",4.143956184387207,"[6.844808578491211, 30.94830322265625, 6.788755416870117, 9.180739402770996, 0.159981369972229, 0.13054955005645752, 0.0006498498260043561, 8.270375673191666e-08]","[1.6517569863020634, 7.468298853944753, 1.638230501192911, 2.2154528171317067, 0.03860595113794295, 0.03150360289723061, 0.00015681870104050183, 1.9957681271706444e-08]","[1119.343505859375, 913.80810546875, 75.13151550292969, 996.7633666992188, 671.6871948242188, 902.3146362304688, 422.7040710449219, 8.27037525177002]","[12.08772087097168, 118.3922119140625, 11.306421279907227, -4.557819843292236, 0.054808780550956726, 0.09557560086250305, 5.9106434491695836e-05, -4.379977269763913e-09]","[0.426155365464974, 0.9231475818930563, 0.4019017027686195, -0.1198020749502373, 0.08267335708619825, 0.17666743467920693, 0.021948588697221504, -0.012780017971270326]"
653000,0.06737588346004486,"[0.07057235389947891, 0.0057425363920629025, 0.29271069169044495, 0.169566810131073, 0.00039047771133482456, 2.3225711629493162e-05, 9.667020322012831e-07, 0.0]",16.381092071533203,"[22.720205307006836, 6.352426528930664, 76.64441680908203, 74.19918060302734, 0.3819045424461365, 0.014341906644403934, 0.0005272642592899501, 1.2192966636348501e-08]","[1.3869774498422875, 0.3877901730355211, 4.6788343826156416, 4.529562515063906, 0.02331374128039998, 0.0008755159046646877, 3.2187369253984074e-05, 7.4433173216438e-10]","[321.9419860839844, 1106.203857421875, 261.84356689453125, 437.58074951171875, 978.019287109375, 617.2354736328125, 539.8414306640625, 1.2192966938018799]","[-58.16093063354492, 46.133392333984375, 1110.83203125, 1046.0029296875, 1.877398133277893, 0.036173637956380844, 0.00035401215427555144, 5.723125973133847e-09]","[-0.15627022744651659, 0.44333588790586154, 0.8847590608911295, 0.8605793886911901, 0.3000949632823591, 0.15397224606947296, 0.04098708080623145, 0.028653723688262158]"
653500,0.02084561437368393,"[0.0005611488013528287, 0.0404154509305954, 0.08969949185848236, 0.01702403649687767, 0.018883071839809418, 0.00018081408052239567, 8.922032748159836e-07, 0.0]",9.613809585571289,"[0.3579080402851105, 29.219837188720703, 47.62193298339844, 13.359477996826172, 19.928787231445312, 0.20663709938526154, 0.0004359324520919472, 3.2469207322805005e-09]","[0.03722853433900649, 3.0393609243701647, 4.953492427691822, 1.389613334642752, 2.0729334249926343, 0.021493779083724424, 4.53444025712979e-05, 3.3773507821015953e-10]","[637.8016967773438, 722.986572265625, 530.9052124023438, 784.74169921875, 1055.3779296875, 1142.7520751953125, 483.1864929199219, 0.3246920704841614]","[0.7786230444908142, 194.66146850585938, 365.45782470703125, 62.50199890136719, 115.53246307373047, 0.47014638781547546, 0.0001476843754062429, -4.584538082497147e-09]","[0.2262873529914894, 0.6929576402818122, 0.7982422840276416, 0.4866412307375674, 0.6030143479588415, 0.23666241434761462, 0.035238696410883556, -0.14686840631349984]"
654000,0.020622756332159042,"[0.00012719022925011814, 0.06861574202775955, 0.058658841997385025, 0.03651361167430878, 0.0010281488066539168, 3.80517631128896e-05, 4.6193525804483215e-07, 0.0]",12.34954833984375,"[0.0450526587665081, 43.775672912597656, 47.23500442504883, 29.74024200439453, 1.1496305465698242, 0.040406353771686554, 0.0002545201568864286, 1.106516001872157e-13]","[0.0036481219820123497, 3.544718536091136, 3.824836595250451, 2.4082048335680923, 0.09309089813922455, 0.003271889194629266, 2.0609673316169945e-05, 8.959971420996575e-15]","[354.1869201660156, 637.9828491210938, 805.2493896484375, 814.4971923828125, 1118.1448974609375, 1061.599609375, 539.3115844726562, 1.1065159924328327e-05]","[0.03326347470283508, 443.056640625, 498.7297058105469, 278.5565490722656, -0.16208761930465698, -0.12326644361019135, -0.00018009556515607983, -2.1148955796270602e-14]","[0.05978553410183234, 0.8195497933082515, 0.8549686731021151, 0.7584340123196053, -0.011416696980769385, -0.24702683261856576, -0.05729672008718606, 0.0]"
654500,0.055069152265787125,"[0.00020733039127662778, 0.24550385773181915, 0.09404326975345612, 0.07593686878681183, 0.024821173399686813, 4.048478149343282e-05, 2.328303452259206e-07, 0.0]",20.02518081665039,"[0.12435109168291092, 146.41983032226562, 41.6158561706543, 36.1482048034668, 23.60045623779297, 0.03472992405295372, 4.9993508582701907e-05, 4.569479560359579e-13]","[0.006209736272619141, 7.311785679384305, 2.0781762997142, 1.8051374983545991, 1.1785389831870998, 0.0017343126322273573, 2.496532193164202e-06, 2.2818668166832142e-14]","[599.74365234375, 596.4053955078125, 442.51812744140625, 476.0296630859375, 950.8192138671875, 857.6394653320312, 205.8783416748047, 4.569479642668739e-05]","[0.9002861380577087, 2624.35302734375, 357.20635986328125, 206.96673583984375, 18.732881546020508, -0.09643851220607758, -4.95072927151341e-05, -8.573492935558258e-13]","[0.36153846910577053, 0.8950471424551388, 0.42863132087604244, 0.28591528273680317, 0.039637635714438534, -0.13866607470126185, -0.0494514595927789, 0.0]"
655000,0.046390559524297714,"[0.00016361731104552746, 0.045808929949998856, 0.22553876042366028, 0.09718313813209534, 0.0023717377334833145, 5.725795199396089e-05, 1.0281644335918827e-06, 0.0]",8.527800559997559,"[0.14304937422275543, 46.9946403503418, 42.632137298583984, 31.548261642456055, 2.5526814460754395, 0.06703191995620728, 0.0008314839797094464, 2.4799331425212623e-12]","[0.01677447463930798, 5.510757436188828, 4.999194927067594, 3.699460537391494, 0.299336438289801, 0.007860399581885445, 9.750274691106102e-05, 2.908057153862393e-13]","[874.239013671875, 1025.883544921875, 189.02354431152344, 324.62689208984375, 1076.287109375, 1170.4962158203125, 800.9174194335938, 0.00024799330276437104]","[0.18633471429347992, 185.65707397460938, 241.14222717285156, 152.17710876464844, 2.5853090286254883, 0.039263587445020676, -0.00021601621119771153, -8.217508704749799e-13]","[0.15274632656178203, 0.4632614223892866, 0.663283397751213, 0.5656357620669141, 0.11876235645200246, 0.06868648372301181, -0.030464596025225554, -0.038856454034375196]"
655500,0.03675515577197075,"[0.00032860247301869094, 0.0041292100213468075, 0.18695203959941864, 0.10100367665290833, 0.0015574898570775986, 6.964243220863864e-05, 6.202593567650183e-07, 0.0]",11.175281524658203,"[0.36409008502960205, 3.327408790588379, 54.326236724853516, 48.088626861572266, 1.2814348936080933, 0.0804673582315445, 0.00030636100564152, 4.765044261945128e-12]","[0.03257994746944308, 0.29774720066304083, 4.861285740764825, 4.3031244229029, 0.11466690040699319, 0.007200477057691447, 2.741416446337714e-05, 4.2639142928355604e-13]","[1107.9617919921875, 805.8201904296875, 290.5891418457031, 476.107666015625, 822.751220703125, 1155.2698974609375, 486.0871887207031, 0.00047650441410951316]","[0.6275467276573181, 2.5513064861297607, 534.7894897460938, 457.984375, 3.2025976181030273, -0.06007768213748932, 0.00010784255573526025, 2.5304320271091196e-12]","[0.1542335107710726, 0.06861167170863039, 0.8808759830225735, 0.8522162531543683, 0.22363890545172818, -0.06680899713754072, 0.03149910488444325, 0.047519215699000604]"
656000,0.023862823843955994,"[0.00011155956599395722, 0.06606625020503998, 0.0826754942536354, 0.034891221672296524, 0.00709894672036171, 5.505550871021114e-05, 4.0734671529207844e-06, 0.0]",8.412649154663086,"[0.024633873254060745, 49.87828063964844, 16.51940155029297, 4.805694580078125, 9.57466983795166, 0.027766965329647064, 0.0016581346280872822, 5.809947314916464e-11]","[0.002928194531969317, 5.928962413938441, 1.963638474229768, 0.5712462854122895, 1.1381277956473999, 0.003300620864981156, 0.00019710017589027673, 6.906204226638931e-12]","[220.79383850097656, 754.9736328125, 199.81011962890625, 137.73358154296875, 1348.7431640625, 504.2532958984375, 406.06048583984375, 0.00580994738265872]","[0.03817672282457352, 400.3602294921875, 96.797607421875, 19.387916564941406, 49.555137634277344, 0.04243490844964981, -0.00023386947577819228, 1.0777663483896305e-10]","[0.1842184674586227, 0.9541280810738264, 0.6965263257030868, 0.4795591685202619, 0.6152223471255406, 0.1816611563328404, -0.016765672399836857, 0.2205056124270704]"
656500,0.015404362231492996,"[7.354776607826352e-05, 0.004497744143009186, 0.0463050976395607, 0.07104349136352539, 0.0013022529892623425, 1.1517186976561788e-05, 1.2535551832115743e-06, 0.0]",6.901179790496826,"[0.029814599081873894, 6.267422676086426, 27.042707443237305, 54.37081527709961, 1.1488702297210693, 0.010653875768184662, 0.00044696126133203506, 8.014940378053836e-10]","[0.004320217700012638, 0.9081668448512084, 3.918562950711136, 7.8784812057744364, 0.1664744673516701, 0.001543776005206448, 6.476592045138671e-05, 1.1613869832938853e-10]","[405.322265625, 1393.4560546875, 584.0113525390625, 765.3171997070312, 882.2106323242188, 924.239013671875, 353.7330627441406, 0.08014940470457077]","[-0.047674983739852905, -12.77252197265625, 69.7262954711914, 323.2737731933594, 0.8260416984558105, 0.004197805654257536, 0.0001302901073358953, 1.905013924385912e-10]","[-0.23170651114554983, -0.29530060180838574, 0.37361394714934953, 0.8615515839547501, 0.10418558947441338, 0.057094116652981045, 0.042239446251304345, 0.03444090196124966]"
657000,0.020783860236406326,"[0.0005309405969455838, 0.04678415507078171, 0.04643373191356659, 0.07019931823015213, 0.002171225380152464, 0.0001462572836317122, 5.2522750593198e-06, 0.0]",11.98255443572998,"[0.21358321607112885, 42.81708908081055, 27.449554443359375, 58.03761291503906, 2.5739340782165527, 0.18884983658790588, 0.004091439303010702, 2.2332647883760437e-12]","[0.017824514565463544, 3.5732855886835884, 2.290793218640374, 4.843509222205624, 0.21480679199265812, 0.01576039880317899, 0.00034144967376995277, 1.863763524175463e-13]","[402.26568603515625, 915.2047729492188, 591.1553344726562, 826.7545776367188, 1185.4698486328125, 1291.1282958984375, 777.50390625, 0.00022332648222800344]","[0.20131850242614746, 359.01287841796875, 176.91180419921875, 597.4010620117188, 14.372637748718262, 0.7505403757095337, 0.0027250938583165407, -3.4365314413586923e-12]","[0.07866239386124949, 0.6997509208702137, 0.5378635345764439, 0.8590274425907393, 0.4660040049737991, 0.33167140943357754, 0.055584786458625815, -0.12841941658020006]"
657500,0.013331283815205097,"[0.0001593006163602695, 0.04044897481799126, 0.053558554500341415, 0.0029842567164450884, 0.009149547666311264, 0.0003479228471405804, 1.7154769693661365e-06, 0.0]",7.790505886077881,"[0.0808856338262558, 53.18195343017578, 11.738804817199707, 1.9208381175994873, 11.933171272277832, 0.27348244190216064, 0.0007475481252186, 2.0472488179539006e-13]","[0.010382590682692823, 6.826508343343305, 1.5068090556452416, 0.24656141022011738, 1.5317581998882963, 0.03510458061406395, 9.595630067548181e-05, 2.627876607618591e-14]","[507.72283935546875, 1314.790771484375, 219.17698669433594, 643.6549682617188, 1304.2347412109375, 786.0206909179688, 433.2414245605469, 2.047248744929675e-05]","[0.07017138600349426, 401.948974609375, 26.426321029663086, -2.1111764907836914, 59.66185760498047, -0.46010586619377136, -0.00016329428763128817, 1.8189255982480057e-13]","[0.1113584049390379, 0.9701546724602895, 0.28896627853649853, -0.14108086562540378, 0.6417638311607937, -0.21595470047403104, -0.028039235987116957, 0.0]"
658000,0.02786375768482685,"[4.026010356028564e-05, 0.014126899652183056, 0.08064153045415878, 0.123328298330307, 0.004758880473673344, 1.3698640941584017e-05, 4.861498155150912e-07, 0.0]",9.443526268005371,"[0.009705234318971634, 11.549088478088379, 32.98549270629883, 69.38367462158203, 7.442410945892334, 0.009429062716662884, 0.0001783005427569151, 4.085773111847787e-15]","[0.0010277129584372448, 1.2229635572907382, 3.4929211578574777, 7.34722101177964, 0.7880966002188391, 0.000998468416253419, 1.888071655616574e-05, 4.3265333265290637e-16]","[241.00344848632812, 817.5240478515625, 409.03851318359375, 562.59326171875, 1563.8963623046875, 687.8189697265625, 359.36834716796875, 4.085773070983123e-07]","[0.01068440917879343, 30.317153930664062, 82.12957000732422, 574.4112548828125, 26.559118270874023, 0.013576576486229897, 9.534741548122838e-05, -1.3052839127077444e-15]","[0.11657630714577595, 0.27797550482675776, 0.2636588666031522, 0.8766605252781834, 0.3778903603043733, 0.15247110702545297, 0.056626806172848335, 0.0]"
658500,0.03834213688969612,"[5.968879850115627e-05, 0.016398588195443153, 0.14432324469089508, 0.13966864347457886, 0.006248564459383488, 2.7213427529204637e-05, 1.1168122000526637e-05, 0.0]",16.588428497314453,"[0.015437951311469078, 14.428010940551758, 40.750370025634766, 107.45600128173828, 7.896233558654785, 0.025868244469165802, 0.006543469615280628, 1.3333781236253561e-13]","[0.0009306458001111059, 0.8697635790447268, 2.4565539787106387, 6.477768602320264, 0.47600853570506263, 0.001559415014710627, 0.00039445988607902, 8.038001452887598e-15]","[258.59735107421875, 879.8319702148438, 282.3548278808594, 769.36376953125, 1263.6856689453125, 950.219970703125, 585.3818359375, 1.3333781680557877e-05]","[-0.0191204696893692, 130.69293212890625, 338.6087341308594, 1681.2705078125, 50.71609878540039, 0.13461872935295105, 0.003984468057751656, -7.991863599935214e-14]","[-0.07466269196213515, 0.5460600361138654, 0.5009119060208232, 0.9431954007715626, 0.38718685833992517, 0.31371355575906223, 0.03670768652973755, 0.0]"
659000,0.02314363792538643,"[0.00010249258775729686, 0.004791306797415018, 0.12128946185112, 0.04627816379070282, 0.011802558787167072, 0.0008848369470797479, 2.831218921528489e-07, 0.0]",3.562810182571411,"[0.06471596658229828, 2.435817003250122, 26.62622833251953, 4.659691333770752, 4.842946529388428, 0.6896486282348633, 0.0001064568932633847, 3.3601712991909727e-13]","[0.018164303812444587, 0.6836785791074907, 7.473378307598303, 1.3078696576553739, 1.3593052341320904, 0.193568726060258, 2.98800350869523e-05, 9.431238620649202e-14]","[631.359375, 508.3815612792969, 219.5262908935547, 100.6887435913086, 410.3298645019531, 779.3987426757812, 363.1830139160156, 3.360171467647888e-05]","[-0.01076454296708107, 2.3160247802734375, 92.11824035644531, 3.1631102561950684, 3.8363988399505615, 0.12593378126621246, -9.576940101396758e-06, 2.7850616947475582e-15]","[-0.04668651631358131, 0.2668737506139611, 0.9710538101347229, 0.19053049522068824, 0.22234194070661037, 0.051253282166356016, -0.02524993696697086, 0.0]"
